Timestamp,Namespace,Pod,QueueTime,QueueTimeFormatted,Days,Hours,Minutes,Seconds,CreationTime,StartTime
2025-03-12 19:44:06,dev,fremont-shark-15379-p2sn6,471037.0,5d 10h 50m 37.0s,5,10,50,37.0,2025-03-04T04:22:14Z,2025-03-09T15:12:51Z
2025-03-12 19:44:06,rocm-qa,rocm-simple-test-job-r7pp4,465039.0,5d 9h 10m 39.0s,5,9,10,39.0,2025-03-04T20:00:44Z,2025-03-10T05:11:23Z
2025-03-12 19:44:06,rocm-qa,rocm-test-job-m4rfv,338233.0,3d 21h 57m 13.0s,3,21,57,13.0,2025-03-05T17:09:46Z,2025-03-09T15:06:59Z
2025-03-12 19:44:06,dev,rocm-test-job-younsroh-qmbm8,55655.0,0d 15h 27m 35.0s,0,15,27,35.0,2025-03-04T23:28:04Z,2025-03-05T14:55:39Z
2025-03-12 19:44:06,dev,anguyenh-rocm-interactive-66b7cbd659-894dp,10265.0,0d 2h 51m 5.0s,0,2,51,5.0,2025-03-09T12:12:54Z,2025-03-09T15:03:59Z
2025-03-12 19:44:06,flux-system,kustomize-controller-69cd587c5b-78pkl,10255.0,0d 2h 50m 55.0s,0,2,50,55.0,2025-03-09T12:12:53Z,2025-03-09T15:03:48Z
2025-03-12 19:44:06,buildkite,agent-stack-k8s-gpu-1-int-6d9dd9f5dd-br8z2,10255.0,0d 2h 50m 55.0s,0,2,50,55.0,2025-03-09T12:12:53Z,2025-03-09T15:03:48Z
2025-03-12 19:44:06,buildkite,agent-stack-k8s-gpu-8-int-c897db859-c49hd,10255.0,0d 2h 50m 55.0s,0,2,50,55.0,2025-03-09T12:12:53Z,2025-03-09T15:03:48Z
2025-03-12 19:44:06,silo-model-tooling,alpine-deployment-59b78b7bbb-2bhq8,10254.0,0d 2h 50m 54.0s,0,2,50,54.0,2025-03-09T12:12:54Z,2025-03-09T15:03:48Z
2025-03-12 19:44:06,flux-system,source-controller-86ccd85b75-kq5l6,10254.0,0d 2h 50m 54.0s,0,2,50,54.0,2025-03-09T12:12:54Z,2025-03-09T15:03:48Z
